,block_number,Ave._Transaction_Size
849,15669553,417.00651465798046
850,15669554,339.3157894736842
851,15669555,310.3296398891967
852,15669556,629.0
853,15669557,360.4918032786885
854,15669558,564.5974025974026
855,15669559,530.1488372093023
856,15669560,315.51666666666665
857,15669561,286.6517857142857
858,15669562,408.3048780487805
859,15669563,512.1079136690647
860,15669564,384.4756097560976
861,15669565,352.3231707317073
862,15669566,453.29245283018867
863,15669567,287.4776119402985
864,15669568,355.66486486486485
865,15669569,230.35714285714286
866,15669570,302.42134831460675
867,15669571,543.3378378378378
868,15669572,586.9920844327177
869,15669573,333.1791907514451
870,15669574,329.7241379310345
871,15669575,697.0470588235294
872,15669576,394.0866873065016
873,15669577,328.7857142857143
874,15669578,457.5882352941176
875,15669579,487.91808873720134
876,15669580,966.3149171270718
877,15669581,276.72222222222223
878,15669582,345.37919463087246
879,15669583,352.79545454545456
880,15669584,291.5120481927711
881,15669585,526.9166666666666
882,15669586,285.4013157894737
883,15669587,382.4634146341463
884,15669588,353.74931129476585
885,15669589,347.67543859649123
886,15669590,279.1928571428571
887,15669591,296.04761904761904
888,15669592,394.1677419354839
889,15669593,322.59183673469386
890,15669594,350.35714285714283
891,15669595,372.0471204188482
892,15669596,350.6666666666667
893,15669597,363.1645569620253
894,15669598,369.2307692307692
895,15669599,395.7808988764045
896,15669600,283.318339100346
897,15669601,374.96
898,15669602,349.7865168539326
899,15669603,311.125
900,15669604,327.8693181818182
901,15669605,454.0610328638498
902,15669606,479.34397163120565
903,15669607,436.1686046511628
904,15669608,604.4380952380952
905,15669609,427.66806722689074
906,15669610,1068.8101265822784
907,15669611,360.0
908,15669612,422.7355769230769
909,15669613,415.65934065934067
910,15669614,325.30120481927713
911,15669615,325.3766233766234
912,15669616,389.05069124423966
913,15669617,264.4191616766467
914,15669618,473.3310810810811
915,15669619,418.3991416309013
916,15669620,438.0
917,15669621,358.7560975609756
918,15669622,329.3721804511278
919,15669623,468.33482142857144
920,15669624,543.6
921,15669625,491.42285714285714
922,15669626,325.4065040650407
923,15669627,448.25949367088606
924,15669628,393.13829787234044
925,15669629,360.7096774193548
926,15669630,299.0870786516854
927,15669631,345.11538461538464
928,15669632,352.77777777777777
929,15669633,302.2676767676768
930,15669634,309.7916666666667
931,15669635,602.7723880597015
932,15669636,462.31724137931036
933,15669637,367.59313725490193
934,15669638,409.3377483443709
935,15669639,432.88439306358384
936,15669640,1393.1777777777777
937,15669641,343.5081967213115
938,15669642,402.5064516129032
