,block_number,Ave._Transaction_Size
371,15669373,732.2558139534884
372,15669374,263.5964912280702
373,15669375,343.0
374,15669376,584.1139240506329
375,15669377,387.28515625
376,15669378,356.4854368932039
377,15669379,562.5735294117648
378,15669380,164.75
379,15669381,390.632
380,15669382,382.97714285714284
381,15669383,305.3103448275862
382,15669384,601.4110671936759
383,15669385,456.7642276422764
384,15669386,813.5714285714286
385,15669387,438.9881305637982
386,15669388,1082.5094339622642
387,15669389,405.0104166666667
388,15669390,418.3953488372093
389,15669391,293.6268656716418
390,15669392,390.9556213017751
391,15669393,668.6616541353384
392,15669394,373.7178217821782
393,15669395,337.3636363636364
394,15669396,349.79864253393663
395,15669397,344.13653136531366
396,15669398,469.1190476190476
397,15669399,615.7
398,15669400,411.8695652173913
399,15669401,407.9662162162162
400,15669402,462.158273381295
401,15669403,457.57894736842104
402,15669404,309.44444444444446
403,15669405,500.9079754601227
404,15669406,369.86547085201795
405,15669407,604.1027190332326
406,15669408,536.4377224199288
407,15669409,650.8454545454546
408,15669410,370.13513513513516
409,15669411,433.135593220339
410,15669412,416.2514619883041
411,15669413,428.9578947368421
412,15669414,502.4842105263158
413,15669415,481.61842105263156
414,15669416,418.66257668711654
415,15669417,594.6026490066225
416,15669418,394.92857142857144
417,15669419,404.5247524752475
418,15669420,569.0858895705521
419,15669421,305.1736842105263
420,15669422,348.3225806451613
421,15669423,1190.563025210084
422,15669424,458.70168067226894
423,15669425,358.9955947136564
424,15669426,253.07291666666666
425,15669427,449.7755102040816
426,15669428,509.6484375
427,15669429,450.65584415584414
428,15669430,372.94117647058823
429,15669431,396.4741935483871
430,15669432,273.5833333333333
431,15669433,411.6864864864865
432,15669434,307.5435684647303
433,15669435,304.5762711864407
434,15669436,522.7795275590552
435,15669437,339.5833333333333
436,15669438,730.3670411985019
437,15669439,649.5588235294117
438,15669440,492.6290909090909
439,15669441,446.63380281690144
440,15669442,562.5590551181102
441,15669443,449.9824561403509
442,15669444,329.4347826086956
443,15669445,404.36170212765956
444,15669446,409.3157894736842
445,15669447,372.41970802919707
446,15669448,433.6280487804878
447,15669449,402.04347826086956
448,15669450,372.92248062015506
449,15669451,291.28052805280527
450,15669452,603.5774647887324
451,15669453,330.3917525773196
452,15669454,357.1363636363636
453,15669455,343.83185840707966
454,15669456,299.4347826086956
455,15669457,1095.0666666666666
456,15669458,621.71974522293
457,15669459,368.171875
458,15669460,367.0652173913044
459,15669461,572.8039215686274
460,15669462,480.18934911242604
461,15669463,608.2411764705882
462,15669464,360.6264367816092
463,15669465,306.77272727272725
464,15669466,719.20796460177
465,15669467,620.0078125
466,15669468,534.1818181818181
467,15669469,492.0
468,15669470,442.42857142857144
469,15669471,352.1636363636364
470,15669472,509.8907284768212
471,15669473,644.0408163265306
472,15669474,368.4916666666667
473,15669475,450.1726618705036
474,15669476,509.40645161290325
475,15669477,451.8285714285714
476,15669478,1327.6306306306305
477,15669479,447.88
478,15669480,432.2124542124542
479,15669481,439.5776397515528
480,15669482,559.3149606299213
481,15669483,491.4723926380368
482,15669484,412.495867768595
483,15669485,405.1707317073171
484,15669486,420.35759493670884
485,15669487,505.0779220779221
486,15669488,452.08620689655174
487,15669489,543.8731884057971
488,15669490,1247.0816326530612
489,15669491,333.29906542056074
490,15669492,673.8203883495146
491,15669493,391.38028169014086
492,15669494,467.6307692307692
493,15669495,497.3312883435583
494,15669496,470.7606837606838
495,15669497,556.7362637362637
496,15669498,478.8689655172414
497,15669499,529.9583333333334
498,15669500,542.27950310559
499,15669501,406.6666666666667
500,15669502,461.0731707317073
501,15669503,712.9666666666667
502,15669504,482.6046511627907
503,15669505,567.8529411764706
504,15669506,241.39743589743588
505,15669507,412.5065359477124
506,15669508,463.45081967213116
507,15669509,511.1292134831461
508,15669510,450.25
509,15669511,537.6102564102564
510,15669512,349.4117647058824
511,15669513,441.24931506849316
512,15669514,757.71875
513,15669515,458.3787878787879
514,15669516,396.7
515,15669517,874.3296703296703
516,15669518,313.8837209302326
517,15669519,550.0608365019011
518,15669520,320.53932584269666
519,15669521,438.5983935742972
520,15669522,281.31666666666666
521,15669524,311.7564102564103
522,15669525,386.2936507936508
523,15669526,363.56830601092895
524,15669527,346.5974842767296
525,15669528,471.1730769230769
526,15669529,419.22093023255815
527,15669530,302.52462526766595
528,15669531,478.6168831168831
529,15669532,326.0391061452514
530,15669533,203.42307692307693
531,15669534,463.1190476190476
532,15669535,428.93055555555554
533,15669536,283.8205128205128
534,15669537,282.3897435897436
535,15669538,343.16725978647685
536,15669539,361.7826086956522
537,15669540,378.91011235955057
538,15669541,538.2903225806451
539,15669542,475.42857142857144
540,15669543,266.05434782608694
541,15669544,420.0224215246637
542,15669545,362.1101449275362
543,15669546,1119.5
544,15669547,445.5
545,15669548,366.0551181102362
546,15669549,373.66037735849056
547,15669550,305.37931034482756
548,15669551,437.2698961937716
549,15669552,247.77358490566039
550,15669553,417.00651465798046
551,15669554,339.3157894736842
552,15669555,310.3296398891967
553,15669556,629.0
554,15669557,360.4918032786885
555,15669558,564.5974025974026
556,15669559,530.1488372093023
557,15669560,315.51666666666665
558,15669561,286.6517857142857
559,15669562,408.3048780487805
560,15669563,512.1079136690647
561,15669564,384.4756097560976
562,15669565,352.3231707317073
563,15669566,453.29245283018867
564,15669567,287.4776119402985
565,15669568,355.66486486486485
566,15669569,230.35714285714286
567,15669570,302.42134831460675
568,15669571,543.3378378378378
569,15669572,586.9920844327177
570,15669573,333.1791907514451
571,15669574,329.7241379310345
572,15669575,697.0470588235294
573,15669576,394.0866873065016
574,15669577,328.7857142857143
575,15669578,457.5882352941176
576,15669579,487.91808873720134
577,15669580,966.3149171270718
578,15669581,276.72222222222223
579,15669582,345.37919463087246
580,15669583,352.79545454545456
581,15669584,291.5120481927711
582,15669585,526.9166666666666
583,15669586,285.4013157894737
584,15669587,382.4634146341463
585,15669588,353.74931129476585
586,15669589,347.67543859649123
587,15669590,279.1928571428571
588,15669591,296.04761904761904
589,15669592,394.1677419354839
590,15669593,322.59183673469386
591,15669594,350.35714285714283
592,15669595,372.0471204188482
593,15669596,350.6666666666667
594,15669597,363.1645569620253
595,15669598,369.2307692307692
596,15669599,395.7808988764045
597,15669600,283.318339100346
598,15669601,374.96
599,15669602,349.7865168539326
600,15669603,311.125
601,15669604,327.8693181818182
602,15669605,454.0610328638498
603,15669606,479.34397163120565
604,15669607,436.1686046511628
605,15669608,604.4380952380952
606,15669609,427.66806722689074
607,15669610,1068.8101265822784
608,15669611,360.0
609,15669612,422.7355769230769
610,15669613,415.65934065934067
611,15669614,325.30120481927713
612,15669615,325.3766233766234
613,15669616,389.05069124423966
614,15669617,264.4191616766467
615,15669618,473.3310810810811
616,15669619,418.3991416309013
617,15669620,438.0
618,15669621,358.7560975609756
619,15669622,329.3721804511278
620,15669623,468.33482142857144
621,15669624,543.6
622,15669625,491.42285714285714
623,15669626,325.4065040650407
624,15669627,448.25949367088606
625,15669628,393.13829787234044
626,15669629,360.7096774193548
627,15669630,299.0870786516854
628,15669631,345.11538461538464
629,15669632,352.77777777777777
630,15669633,302.2676767676768
631,15669634,309.7916666666667
632,15669635,602.7723880597015
633,15669636,462.31724137931036
634,15669637,367.59313725490193
635,15669638,409.3377483443709
636,15669639,432.88439306358384
